"Symbol","Trade DATE","NOCP"
"TSLA","8/22/2019","222.150000000000"
"TSLA","8/21/2019","220.830000000000"
"TSLA","8/20/2019","225.860000000000"
"TSLA","8/19/2019","226.830000000000"
"TSLA","8/16/2019","219.940000000000"
"TSLA","8/15/2019","215.640000000000"
"TSLA","8/14/2019","219.620000000000"
"TSLA","8/13/2019","235.000000000000"
"TSLA","8/12/2019","229.010000000000"
"TSLA","8/9/2019","235.010000000000"
"TSLA","8/8/2019","238.300000000000"
"TSLA","8/7/2019","233.420000000000"
"TSLA","8/6/2019","230.750000000000"
"TSLA","8/5/2019","228.320000000000"
"TSLA","8/2/2019","234.340000000000"
"TSLA","8/1/2019","233.850000000000"
"TSLA","7/31/2019","241.610000000000"
"TSLA","7/30/2019","242.260000000000"
"TSLA","7/29/2019","235.770000000000"
"TSLA","7/26/2019","228.040000000000"
"TSLA","7/25/2019","228.820000000000"
"TSLA","7/24/2019","264.880000000000"
"TSLA","7/23/2019","260.170000000000"
"TSLA","7/22/2019","255.680000000000"
"TSLA","7/19/2019","258.180000000000"
"TSLA","7/18/2019","253.540000000000"
"TSLA","7/17/2019","254.860000000000"
"TSLA","7/16/2019","252.380000000000"
"TSLA","7/15/2019","253.500000000000"
"TSLA","7/12/2019","245.080000000000"
"TSLA","7/11/2019","238.600000000000"
"TSLA","7/10/2019","238.920000000000"
"TSLA","7/9/2019","230.060000000000"
"TSLA","7/8/2019","230.340000000000"
"TSLA","7/5/2019","233.100000000000"
"TSLA","7/3/2019","234.900000000000"
"TSLA","7/2/2019","224.550000000000"
"TSLA","7/1/2019","227.170000000000"
"TSLA","6/28/2019","223.460000000000"
"TSLA","6/27/2019","222.840000000000"
"TSLA","6/26/2019","219.270000000000"
"TSLA","6/25/2019","219.760000000000"
"TSLA","6/24/2019","223.640000000000"
"TSLA","6/21/2019","221.860000000000"
"TSLA","6/20/2019","219.620000000000"
"TSLA","6/19/2019","226.430000000000"
"TSLA","6/18/2019","224.740000000000"
"TSLA","6/17/2019","225.030000000000"
"TSLA","6/14/2019","214.920000000000"
"TSLA","6/13/2019","213.910000000000"
"TSLA","6/12/2019","209.260000000000"
"TSLA","6/11/2019","217.100000000000"
"TSLA","6/10/2019","212.880000000000"
"TSLA","6/7/2019","204.500000000000"
"TSLA","6/6/2019","205.950000000000"
"TSLA","6/5/2019","196.590000000000"
"TSLA","6/4/2019","193.600000000000"
"TSLA","6/3/2019","178.970000000000"
"TSLA","5/31/2019","185.160000000000"
"TSLA","5/30/2019","188.220000000000"
"TSLA","5/29/2019","189.860000000000"
"TSLA","5/28/2019","188.700000000000"
"TSLA","5/24/2019","190.630000000000"
"TSLA","5/23/2019","195.490000000000"
"TSLA","5/22/2019","192.730000000000"
"TSLA","5/21/2019","205.080000000000"
"TSLA","5/20/2019","205.360000000000"
"TSLA","5/17/2019","211.030000000000"
"TSLA","5/16/2019","228.330000000000"
"TSLA","5/15/2019","231.950000000000"
"TSLA","5/14/2019","232.310000000000"
"TSLA","5/13/2019","227.010000000000"
"TSLA","5/10/2019","239.520000000000"
"TSLA","5/9/2019","241.980000000000"
"TSLA","5/8/2019","244.840000000000"
"TSLA","5/7/2019","247.060000000000"
"TSLA","5/6/2019","255.340000000000"
"TSLA","5/3/2019","255.030000000000"
"TSLA","5/2/2019","244.100000000000"
"TSLA","5/1/2019","234.010000000000"
"TSLA","4/30/2019","238.690000000000"
"TSLA","4/29/2019","241.470000000000"
"TSLA","4/26/2019","235.140000000000"
"TSLA","4/25/2019","247.630000000000"
"TSLA","4/24/2019","258.660000000000"
"TSLA","4/23/2019","263.900000000000"
"TSLA","4/22/2019","262.750000000000"
"TSLA","4/18/2019","273.260000000000"
"TSLA","4/17/2019","271.230000000000"
"TSLA","4/16/2019","273.360000000000"
"TSLA","4/15/2019","266.380000000000"
"TSLA","4/12/2019","267.700000000000"
"TSLA","4/11/2019","268.420000000000"
"TSLA","4/10/2019","276.060000000000"
"TSLA","4/9/2019","272.310000000000"
"TSLA","4/8/2019","273.200000000000"
"TSLA","4/5/2019","274.960000000000"
"TSLA","4/4/2019","267.780000000000"
"TSLA","4/3/2019","291.810000000000"
"TSLA","4/2/2019","285.880000000000"
"TSLA","4/1/2019","289.180000000000"
"TSLA","3/29/2019","279.860000000000"
"TSLA","3/28/2019","278.620000000000"
"TSLA","3/27/2019","274.830000000000"
"TSLA","3/26/2019","267.770000000000"
"TSLA","3/25/2019","260.420000000000"
"TSLA","3/22/2019","264.530000000000"
"TSLA","3/21/2019","274.020000000000"
"TSLA","3/20/2019","273.600000000000"
"TSLA","3/19/2019","267.470000000000"
"TSLA","3/18/2019","269.490000000000"
"TSLA","3/15/2019","275.430000000000"
"TSLA","3/14/2019","289.960000000000"
"TSLA","3/13/2019","288.960000000000"
"TSLA","3/12/2019","283.360000000000"
"TSLA","3/11/2019","290.920000000000"
"TSLA","3/8/2019","284.140000000000"
"TSLA","3/7/2019","276.590000000000"
"TSLA","3/6/2019","276.240000000000"
"TSLA","3/5/2019","276.540000000000"
"TSLA","3/4/2019","285.360000000000"
"TSLA","3/1/2019","294.790000000000"
"TSLA","2/28/2019","319.880000000000"
"TSLA","2/27/2019","314.740000000000"
"TSLA","2/26/2019","297.860000000000"
"TSLA","2/25/2019","298.770000000000"
"TSLA","2/22/2019","294.710000000000"
"TSLA","2/21/2019","291.230000000000"
"TSLA","2/20/2019","302.560000000000"
"TSLA","2/19/2019","305.640000000000"
"TSLA","2/15/2019","307.880000000000"
"TSLA","2/14/2019","303.770000000000"
"TSLA","2/13/2019","308.170000000000"
"TSLA","2/12/2019","311.810000000000"
"TSLA","2/11/2019","312.840000000000"
"TSLA","2/8/2019","305.800000000000"
"TSLA","2/7/2019","307.510000000000"
"TSLA","2/6/2019","317.220000000000"
"TSLA","2/5/2019","321.350000000000"
"TSLA","2/4/2019","312.890000000000"
"TSLA","2/1/2019","312.210000000000"
"TSLA","1/31/2019","307.020000000000"
"TSLA","1/30/2019","308.770000000000"
"TSLA","1/29/2019","297.460000000000"
"TSLA","1/28/2019","296.380000000000"
"TSLA","1/25/2019","297.040000000000"
"TSLA","1/24/2019","291.510000000000"
"TSLA","1/23/2019","287.590000000000"
"TSLA","1/22/2019","298.920000000000"
"TSLA","1/18/2019","302.260000000000"
"TSLA","1/17/2019","347.310000000000"
"TSLA","1/16/2019","346.050000000000"
"TSLA","1/15/2019","344.430000000000"
"TSLA","1/14/2019","334.400000000000"
"TSLA","1/11/2019","347.260000000000"
"TSLA","1/10/2019","344.970000000000"
"TSLA","1/9/2019","338.530000000000"
"TSLA","1/8/2019","335.350000000000"
"TSLA","1/7/2019","334.960000000000"
"TSLA","1/4/2019","317.690000000000"
"TSLA","1/3/2019","300.360000000000"
"TSLA","1/2/2019","310.120000000000"
"TSLA","12/31/2018","332.800000000000"
"TSLA","12/28/2018","333.870000000000"
"TSLA","12/27/2018","316.130000000000"
"TSLA","12/26/2018","326.090000000000"
"TSLA","12/24/2018","295.390000000000"
"TSLA","12/21/2018","319.770000000000"
"TSLA","12/20/2018","315.380000000000"
"TSLA","12/19/2018","332.970000000000"
"TSLA","12/18/2018","337.030000000000"
"TSLA","12/17/2018","348.420000000000"
"TSLA","12/14/2018","365.710000000000"
"TSLA","12/13/2018","376.790000000000"
"TSLA","12/12/2018","366.600000000000"
"TSLA","12/11/2018","366.760000000000"
