"Symbol","Trade DATE","NOCP"
"TSLA","12/10/2018","365.150000000000"
"TSLA","12/7/2018","357.965000000000"
"TSLA","12/6/2018","363.060000000000"
"TSLA","12/4/2018","359.700000000000"
"TSLA","12/3/2018","358.490000000000"
"TSLA","11/30/2018","350.480000000000"
"TSLA","11/29/2018","341.170000000000"
"TSLA","11/28/2018","347.870000000000"
"TSLA","11/27/2018","343.920000000000"
"TSLA","11/26/2018","346.000000000000"
"TSLA","11/23/2018","325.830000000000"
"TSLA","11/21/2018","338.190000000000"
"TSLA","11/20/2018","347.490000000000"
"TSLA","11/19/2018","353.470000000000"
"TSLA","11/16/2018","354.310000000000"
"TSLA","11/15/2018","348.440000000000"
"TSLA","11/14/2018","344.000000000000"
"TSLA","11/13/2018","338.730000000000"
"TSLA","11/12/2018","331.280000000000"
"TSLA","11/9/2018","350.510000000000"
"TSLA","11/8/2018","351.400000000000"
"TSLA","11/7/2018","348.160000000000"
"TSLA","11/6/2018","341.060000000000"
"TSLA","11/5/2018","341.400000000000"
"TSLA","11/2/2018","346.410000000000"
"TSLA","11/1/2018","344.280000000000"
"TSLA","10/31/2018","337.320000000000"
"TSLA","10/30/2018","329.900000000000"
"TSLA","10/29/2018","334.850000000000"
"TSLA","10/26/2018","330.900000000000"
"TSLA","10/25/2018","314.860000000000"
"TSLA","10/24/2018","288.500000000000"
"TSLA","10/23/2018","294.140000000000"
"TSLA","10/22/2018","260.950000000000"
"TSLA","10/19/2018","260.000000000000"
"TSLA","10/18/2018","263.910000000000"
"TSLA","10/17/2018","271.780000000000"
"TSLA","10/16/2018","276.590000000000"
"TSLA","10/15/2018","259.590000000000"
"TSLA","10/12/2018","258.780000000000"
"TSLA","10/11/2018","252.230000000000"
"TSLA","10/10/2018","256.880000000000"
"TSLA","10/9/2018","262.800000000000"
"TSLA","10/8/2018","250.560000000000"
"TSLA","10/5/2018","261.950000000000"
"TSLA","10/4/2018","281.830000000000"
"TSLA","10/3/2018","294.800000000000"
"TSLA","10/2/2018","301.020000000000"
"TSLA","10/1/2018","310.700000000000"
"TSLA","9/28/2018","264.770000000000"
"TSLA","9/27/2018","307.520000000000"
"TSLA","9/26/2018","309.580000000000"
"TSLA","9/25/2018","300.990000000000"
"TSLA","9/24/2018","299.680000000000"
"TSLA","9/21/2018","299.100000000000"
"TSLA","9/20/2018","298.330000000000"
"TSLA","9/19/2018","299.020000000000"
"TSLA","9/18/2018","284.960000000000"
"TSLA","9/17/2018","294.840000000000"
"TSLA","9/14/2018","295.200000000000"
"TSLA","9/13/2018","289.460000000000"
"TSLA","9/12/2018","290.540000000000"
"TSLA","9/11/2018","279.440000000000"
"TSLA","9/10/2018","285.500000000000"
"TSLA","9/7/2018","263.240000000000"
"TSLA","9/6/2018","280.950000000000"
"TSLA","9/5/2018","280.740000000000"
"TSLA","9/4/2018","288.950000000000"
"TSLA","8/31/2018","301.660000000000"
"TSLA","8/30/2018","303.150000000000"
"TSLA","8/29/2018","305.010000000000"
"TSLA","8/28/2018","311.860000000000"
"TSLA","8/27/2018","319.270000000000"
"TSLA","8/24/2018","322.820000000000"
